Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price,Mapped_location,Unnamed: 0,Property Name,price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
8 Park Lane,Islington,3,1,104,99,1,0,2,Semi-Detached,Underfloor Heating,No Balcony,Industrial,City,Wood,Old,998400,Islington,461,Gibson Square,2375000,House,2153,3,3,3,Islington,London,N1 0RD
55 Baker Street,Islington,1,1,243,94,1,0,2,Detached House,Central Heating,High-level Balcony,Industrial,City,Granite,New,2916000,Islington,2071,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH
77 Piccadilly Circus,Islington,1,1,106,92,0,0,3,Apartment,Central Heating,Low-level Balcony,Modern,Park,Marble,Old,848000,Islington,746,Canonbury Park North,1850000,Flat / Apartment,1623,4,4,4,Islington,London,N1 2JU
130 King's Road,Islington,4,2,241,32,1,0,3,Semi-Detached,Electric Heating,High-level Balcony,Classic,Garden,Marble,New,2313600,Islington,529,Eagle Wharf Road,895000,New development,1033,3,3,3,Islington,London,N1 7EG
75 King's Road,Shoreditch,1,3,116,22,1,0,1,Apartment,Gas Heating,Low-level Balcony,Minimalist,Street,Laminate Flooring,Old,850666,Hackney,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ
63 Piccadilly Circus,Islington,1,1,101,77,0,0,1,Detached House,Electric Heating,High-level Balcony,Modern,Sea,Granite,Old,1212000,Islington,529,Eagle Wharf Road,895000,New development,1033,3,3,3,Islington,London,N1 7EG
129 Strand,Marylebone,2,1,171,21,0,0,1,Detached House,Electric Heating,No Balcony,Industrial,Sea,Wood,Old,2565000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
87 Park Lane,Islington,5,3,158,62,1,1,3,Apartment,Electric Heating,No Balcony,Minimalist,Sea,Wood,New,1264000,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
86 King's Road,Marylebone,5,2,241,8,0,1,1,Apartment,Central Heating,No Balcony,Modern,Street,Wood,New,2410000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
178 Piccadilly Circus,Islington,4,3,218,48,1,0,2,Semi-Detached,Central Heating,Low-level Balcony,Industrial,Garden,Laminate Flooring,Renovated,2092800,Islington,1223,Canonbury Lane,2275000,House,1969,4,4,4,Islington,London,N1 2AP
160 Fleet Street,Marylebone,1,2,99,17,0,1,3,Apartment,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Renovated,990000,Westminster,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
77 Oxford Street,Islington,3,1,177,86,1,0,2,Apartment,Central Heating,High-level Balcony,Modern,Street,Marble,New,1416000,Islington,2019,Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL
28 Park Lane,Shoreditch,1,2,197,47,0,1,2,Semi-Detached,Gas Heating,No Balcony,Modern,Garden,Marble,Old,1733599,Hackney,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ
122 King's Road,Marylebone,4,3,211,3,0,0,1,Apartment,Electric Heating,High-level Balcony,Classic,Garden,Marble,New,2110000,Westminster,1710,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
21 King's Road,Shoreditch,4,1,83,39,0,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Garden,Wood,Renovated,913000,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
42 Baker Street,Westminster,3,2,235,50,1,0,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,Old,3384000,Westminster,3310,Vincent Square,1425000,Flat / Apartment,1218,2,2,2,Westminster,London,SW1P 2PQ
24 Fleet Street,Marylebone,4,1,98,79,1,0,1,Detached House,Gas Heating,Low-level Balcony,Classic,Garden,Granite,Renovated,1470000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
32 Piccadilly Circus,Marylebone,1,1,79,39,0,0,1,Apartment,Underfloor Heating,No Balcony,Minimalist,Sea,Marble,Old,790000,Westminster,3336,Bryanston Mews West,5250000,House,3108,8,8,8,Marylebone,London,W1H 2BW
56 Piccadilly Circus,Camden,2,3,191,2,1,0,3,Semi-Detached,Central Heating,Low-level Balcony,Modern,Sea,Wood,Renovated,1986399,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
169 Bond Street,Notting Hill,4,3,59,93,0,0,2,Detached House,Gas Heating,No Balcony,Classic,City,Wood,Old,943999,Kensington and Chelsea,3262,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB
130 King's Road,Islington,4,2,241,32,1,0,3,Semi-Detached,Electric Heating,High-level Balcony,Classic,Garden,Marble,New,2313600,Islington,746,Canonbury Park North,1850000,Flat / Apartment,1623,4,4,4,Islington,London,N1 2JU
61 Oxford Street,Islington,3,1,70,10,0,0,3,Detached House,Underfloor Heating,High-level Balcony,Classic,Street,Wood,New,840000,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
116 Fleet Street,Marylebone,4,1,127,23,0,1,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Wood,Old,1524000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
64 Piccadilly Circus,Marylebone,5,1,51,4,0,0,1,Semi-Detached,Gas Heating,No Balcony,Industrial,Sea,Marble,New,612000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
142 King's Road,Islington,1,3,242,85,0,1,3,Detached House,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,2904000,Islington,2308,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG
88 Camden High Street,Marylebone,2,3,51,21,1,1,3,Detached House,Gas Heating,High-level Balcony,Classic,Park,Marble,Old,765000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
169 Oxford Street,Marylebone,2,1,225,57,0,0,2,Apartment,Central Heating,High-level Balcony,Classic,Sea,Marble,Old,2250000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
144 Oxford Street,Camden,2,2,108,91,1,1,1,Semi-Detached,Electric Heating,Low-level Balcony,Industrial,Street,Wood,New,1123199,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
143 Camden High Street,Islington,2,3,199,46,0,1,3,Semi-Detached,Central Heating,Low-level Balcony,Minimalist,Street,Laminate Flooring,Old,1910400,Islington,309,Douglas Road,1900000,House,1703,5,5,5,Islington,London,N1 2LD
104 Piccadilly Circus,Chelsea,3,3,212,73,0,0,2,Semi-Detached,Central Heating,No Balcony,Modern,Garden,Laminate Flooring,Renovated,3392000,Kensington and Chelsea,1117,Smith Terrace,2975000,House,2041,3,3,3,Chelsea,London,SW3 4DL
87 Park Lane,Islington,1,3,161,54,0,1,3,Semi-Detached,Electric Heating,Low-level Balcony,Classic,Garden,Laminate Flooring,New,1545600,Islington,1431,Remington Street,1050000,House,1206,2,2,2,Islington,London,N1 8DH
39 Strand,Camden,3,1,139,74,1,0,2,Semi-Detached,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,1445599,Camden,2521,Arlington Road,699999,Flat / Apartment,759,1,1,1,Camden,London,NW1 7ET
74 Baker Street,Shoreditch,4,1,243,77,0,1,2,Detached House,Electric Heating,High-level Balcony,Modern,Garden,Granite,New,2673000,Hackney,3283,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
137 King's Road,Shoreditch,5,2,63,94,1,1,1,Apartment,Underfloor Heating,Low-level Balcony,Modern,Street,Laminate Flooring,Renovated,462000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
155 King's Road,Marylebone,4,3,68,79,0,1,1,Detached House,Central Heating,Low-level Balcony,Industrial,Sea,Laminate Flooring,New,1020000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
53 Bond Street,Islington,3,1,87,19,1,1,2,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Park,Laminate Flooring,New,835200,Islington,151,Barnsbury Park,5500000,House,3674,4,4,4,Islington,London,N1 1HQ
46 Park Lane,Camden,1,3,112,7,1,0,3,Detached House,Gas Heating,Low-level Balcony,Minimalist,Street,Wood,Old,1456000,Camden,2728,Oakley Square,3750000,House,4847,6,6,6,Camden,London,NW1 1NJ
61 Regent Street,Notting Hill,2,2,88,93,0,1,3,Semi-Detached,Underfloor Heating,Low-level Balcony,Industrial,Street,Wood,New,1126400,Kensington and Chelsea,3219,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS
6 Baker Street,Kensington,2,2,239,39,1,1,1,Apartment,Electric Heating,High-level Balcony,Industrial,Garden,Granite,Renovated,3027333,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
138 Park Lane,Islington,3,2,78,88,1,1,3,Apartment,Gas Heating,No Balcony,Classic,Sea,Wood,Old,624000,Islington,1431,Remington Street,1050000,House,1206,2,2,2,Islington,London,N1 8DH
20 Regent Street,Islington,2,1,201,42,0,1,3,Semi-Detached,Central Heating,High-level Balcony,Minimalist,Garden,Granite,New,1929600,Islington,2071,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH
161 Piccadilly Circus,Camden,3,3,70,27,1,0,3,Apartment,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,Renovated,606666,Camden,2948,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB
196 King's Road,Islington,2,2,183,5,0,0,1,Detached House,Electric Heating,No Balcony,Minimalist,Sea,Marble,New,2196000,Islington,1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH
50 Park Lane,Islington,1,3,64,24,0,1,2,Apartment,Underfloor Heating,No Balcony,Classic,Sea,Granite,Old,512000,Islington,2044,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ
14 Regent Street,Greenwich,2,3,156,54,1,0,1,Semi-Detached,Underfloor Heating,No Balcony,Minimalist,Garden,Wood,Old,1248000,Greenwich,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW
35 Oxford Street,Islington,3,2,170,27,0,0,3,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Street,Granite,New,1632000,Islington,356,Ripplevale Grove,1150000,Flat / Apartment,1074,3,3,3,Islington,London,N1 1HT
116 Fleet Street,Marylebone,4,1,127,23,0,1,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Wood,Old,1524000,Westminster,2195,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
41 Bond Street,Camden,5,1,125,3,1,0,2,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Street,Wood,New,1299999,Camden,2521,Arlington Road,699999,Flat / Apartment,759,1,1,1,Camden,London,NW1 7ET
58 Fleet Street,Islington,1,3,159,41,0,1,2,Semi-Detached,Central Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1526400,Islington,2019,Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL
63 Piccadilly Circus,Islington,1,1,101,77,0,0,1,Detached House,Electric Heating,High-level Balcony,Modern,Sea,Granite,Old,1212000,Islington,151,Barnsbury Park,5500000,House,3674,4,4,4,Islington,London,N1 1HQ
142 Fleet Street,Marylebone,2,1,188,27,0,0,1,Semi-Detached,Central Heating,Low-level Balcony,Minimalist,Park,Wood,Old,2256000,Westminster,2754,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU
122 King's Road,Islington,2,1,186,41,0,0,2,Detached House,Underfloor Heating,High-level Balcony,Classic,Street,Wood,New,2232000,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
42 Oxford Street,Chelsea,3,1,247,60,0,1,1,Semi-Detached,Gas Heating,Low-level Balcony,Modern,Sea,Wood,Old,3952000,Kensington and Chelsea,206,Radnor Walk,3450000,House,1820,5,5,5,Chelsea,London,SW3 4BN
192 Bond Street,Islington,1,1,211,51,1,1,3,Apartment,Gas Heating,No Balcony,Modern,Park,Laminate Flooring,Renovated,1688000,Islington,151,Barnsbury Park,5500000,House,3674,4,4,4,Islington,London,N1 1HQ
121 Fleet Street,Marylebone,4,3,156,95,0,0,3,Apartment,Electric Heating,Low-level Balcony,Modern,Garden,Granite,New,1560000,Westminster,741,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
39 Piccadilly Circus,Islington,5,1,237,53,1,1,1,Apartment,Underfloor Heating,No Balcony,Classic,Park,Granite,Renovated,1896000,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
179 Bond Street,Marylebone,1,3,189,83,1,0,1,Detached House,Underfloor Heating,No Balcony,Minimalist,Park,Marble,Old,2835000,Westminster,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH
2 Oxford Street,Islington,4,2,230,68,0,0,2,Semi-Detached,Gas Heating,No Balcony,Minimalist,Garden,Granite,Renovated,2208000,Islington,1244,Northchurch Road,500000,Flat / Apartment,675,1,1,1,Islington,London,N1 3FL
87 Oxford Street,Notting Hill,1,3,192,9,0,0,3,Semi-Detached,Central Heating,High-level Balcony,Modern,Garden,Marble,Renovated,2457600,Kensington and Chelsea,2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL
42 Piccadilly Circus,Notting Hill,5,3,135,65,1,1,1,Detached House,Gas Heating,High-level Balcony,Minimalist,Park,Wood,Old,2160000,Kensington and Chelsea,936,Stanley Crescent,3450000,Penthouse,1575,2,2,2,Notting Hill,London,W11 2NA
133 King's Road,Islington,3,2,146,29,1,0,3,Detached House,Central Heating,No Balcony,Modern,Garden,Wood,Old,1752000,Islington,3277,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
64 Strand,Westminster,3,2,138,5,0,1,1,Apartment,Electric Heating,High-level Balcony,Modern,Park,Wood,Renovated,1656000,Westminster,878,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
23 Strand,Marylebone,4,3,140,32,0,0,1,Detached House,Central Heating,High-level Balcony,Industrial,City,Marble,New,2100000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
130 Bond Street,Notting Hill,1,1,104,50,1,0,3,Semi-Detached,Electric Heating,No Balcony,Minimalist,City,Marble,New,1331199,Kensington and Chelsea,232,Rede Place,2700000,House,1791,3,3,3,Notting Hill,London,W2 4TU
91 King's Road,Marylebone,5,3,55,34,1,1,1,Detached House,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,825000,Westminster,2383,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
97 Oxford Street,Marylebone,1,1,242,70,1,1,1,Semi-Detached,Electric Heating,No Balcony,Classic,Sea,Granite,Old,2904000,Westminster,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
14 Bond Street,Islington,2,3,249,71,0,0,3,Apartment,Central Heating,No Balcony,Classic,Sea,Granite,New,1992000,Islington,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
104 Oxford Street,Islington,2,3,179,5,0,1,1,Detached House,Underfloor Heating,No Balcony,Industrial,Street,Laminate Flooring,New,2148000,Islington,889,Liverpool Road,1895000,House,1868,3,3,3,Islington,London,N1 0RE
47 Baker Street,Marylebone,4,3,209,21,0,1,3,Semi-Detached,Electric Heating,No Balcony,Industrial,Street,Laminate Flooring,Renovated,2508000,Westminster,2383,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
8 Oxford Street,Marylebone,4,1,96,81,0,0,2,Detached House,Gas Heating,Low-level Balcony,Industrial,Sea,Marble,New,1440000,Westminster,2525,Portland Place,4900000,Penthouse,2122,2,2,2,Marylebone,London,W1B 1PW
36 King's Road,Shoreditch,1,2,104,87,1,0,1,Apartment,Underfloor Heating,No Balcony,Minimalist,Park,Granite,Old,762666,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
53 Oxford Street,Marylebone,3,1,195,59,0,0,3,Apartment,Central Heating,High-level Balcony,Industrial,Garden,Granite,Renovated,1950000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
29 Bond Street,Westminster,2,2,235,2,1,1,2,Semi-Detached,Underfloor Heating,High-level Balcony,Industrial,City,Wood,New,3384000,Westminster,878,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
125 Camden High Street,Islington,2,1,239,66,1,0,2,Apartment,Electric Heating,Low-level Balcony,Minimalist,Sea,Wood,New,1912000,Islington,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
57 King's Road,Notting Hill,2,3,214,7,0,0,1,Detached House,Gas Heating,No Balcony,Minimalist,Street,Wood,New,3424000,Kensington and Chelsea,3428,Kensington Park Road,9000000,House,3932,4,4,4,Notting Hill,London,W11 3BU
123 Fleet Street,Camden,2,2,246,90,1,0,1,Semi-Detached,Electric Heating,High-level Balcony,Minimalist,City,Laminate Flooring,New,2558400,Camden,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ
72 Oxford Street,Marylebone,5,2,213,44,0,0,1,Apartment,Electric Heating,Low-level Balcony,Industrial,Park,Wood,Renovated,2130000,Westminster,2384,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
47 Bond Street,Islington,1,1,54,26,1,1,2,Semi-Detached,Underfloor Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,518400,Islington,2071,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH
195 Bond Street,Marylebone,1,1,85,54,1,0,1,Detached House,Central Heating,No Balcony,Industrial,City,Marble,Old,1275000,Westminster,741,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
154 Strand,Kensington,4,2,99,22,1,1,1,Semi-Detached,Gas Heating,Low-level Balcony,Minimalist,Park,Granite,Old,1504800,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
117 Piccadilly Circus,Marylebone,3,1,214,30,1,0,1,Apartment,Central Heating,High-level Balcony,Minimalist,Park,Wood,Old,2140000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
80 Park Lane,Notting Hill,5,3,216,23,0,0,1,Apartment,Electric Heating,Low-level Balcony,Industrial,Park,Granite,New,2304000,Kensington and Chelsea,1199,Westbourne Park Road,4500000,House,2742,6,6,6,Notting Hill,London,W2 5PH
3 Piccadilly Circus,Islington,5,2,102,21,0,0,3,Detached House,Gas Heating,No Balcony,Industrial,Sea,Granite,Renovated,1224000,Islington,744,Alwyne Road,3500000,House,2216,4,4,4,Islington,London,N1 2HW
198 King's Road,Islington,5,2,126,95,1,0,2,Detached House,Electric Heating,No Balcony,Industrial,Street,Laminate Flooring,Old,1512000,Islington,1480,Wallace Road,899000,Flat / Apartment,1003,2,2,2,Islington,London,N1 2PG
65 Strand,Islington,5,3,58,41,0,0,1,Semi-Detached,Electric Heating,No Balcony,Industrial,Garden,Laminate Flooring,New,556800,Islington,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
77 Fleet Street,Camden,2,1,174,74,0,1,1,Apartment,Gas Heating,High-level Balcony,Modern,Park,Laminate Flooring,Old,1508000,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
40 Camden High Street,Islington,3,2,51,56,1,0,1,Detached House,Gas Heating,Low-level Balcony,Industrial,Garden,Laminate Flooring,New,612000,Islington,1289,Canonbury Square,2500000,House,2537,6,6,6,Islington,London,N1 2AU
186 Baker Street,Islington,1,3,117,82,0,1,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Street,Wood,Old,1123200,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
84 Camden High Street,Islington,1,1,168,76,0,0,2,Apartment,Central Heating,High-level Balcony,Modern,Garden,Wood,New,1344000,Islington,2558,Pied Bull Yard,1250000,House,1013,3,3,3,Islington,London,N1 0EU
63 Bond Street,Westminster,4,1,171,18,0,1,2,Apartment,Gas Heating,No Balcony,Classic,Street,Marble,Renovated,2052000,Westminster,1882,Rochester Row,995000,Flat / Apartment,747,2,2,2,Westminster,London,SW1P 1LQ
199 Camden High Street,Marylebone,2,3,179,98,0,0,1,Apartment,Central Heating,High-level Balcony,Classic,Sea,Laminate Flooring,Old,1790000,Westminster,2905,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD
182 Baker Street,Marylebone,4,3,192,84,1,1,3,Detached House,Central Heating,Low-level Balcony,Industrial,City,Granite,New,2880000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
21 Regent Street,Marylebone,3,2,248,62,0,0,3,Apartment,Gas Heating,High-level Balcony,Modern,Sea,Marble,Renovated,2480000,Westminster,72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB
35 Oxford Street,Islington,3,2,170,27,0,0,3,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Street,Granite,New,1632000,Islington,2130,Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA
