Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price (£),Mapped_location,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
116 Fleet Street,Marylebone,4,1,127,23,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Wood,Old,1524000,Westminster,3321,Mansfield Street,4950000,Flat / Apartment,2097,3,3,3,Marylebone,London,W1G 9NF
116 Fleet Street,Marylebone,4,1,127,23,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Wood,Old,1524000,Westminster,3336,Bryanston Mews West,5250000,House,3108,8,8,8,Marylebone,London,W1H 2BW
116 Fleet Street,Marylebone,4,1,127,23,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Wood,Old,1524000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,232,Rede Place,2700000,House,1791,3,3,3,Notting Hill,London,W2 4TU
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,570,Westbourne Park Road,4750000,New development,2552,4,4,4,Notting Hill,London,W2 5PH
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,762,Arundel Gardens,1350000,Flat / Apartment,628,1,1,1,Notting Hill,London,W11 2LB
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,936,Stanley Crescent,3450000,Penthouse,1575,2,2,2,Notting Hill,London,W11 2NA
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,1199,Westbourne Park Road,4500000,House,2742,6,6,6,Notting Hill,London,W2 5PH
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,2873,Porchester Road,899995,Flat / Apartment,834,2,2,2,Notting Hill,London,W2 5DP
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3037,Ladbroke Grove,485000,Flat / Apartment,454,1,1,1,Notting Hill,London,W11 1PG
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3219,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3262,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3428,Kensington Park Road,9000000,House,3932,4,4,4,Notting Hill,London,W11 3BU
32 Bond Street,Notting Hill,5,2,69,69,Yes,Yes,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3430,Pembridge Villas,5950000,New development,2770,2,2,2,Notting Hill,London,W11 2SU
197 Baker Street,Soho,3,3,128,24,Yes,No,2,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,Old,1194666,Westminster,2765,Hollen Street,1500000,New development,843,1,1,1,Soho,London,W1F 8AZ
86 Fleet Street,Kensington,5,2,130,88,Yes,No,1,Apartment,Electric Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1646666,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
86 Fleet Street,Kensington,5,2,130,88,Yes,No,1,Apartment,Electric Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1646666,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
86 Fleet Street,Kensington,5,2,130,88,Yes,No,1,Apartment,Electric Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1646666,Kensington and Chelsea,3349,Kensington Church Street,3950000,New development,1924,3,3,3,Kensington,London,W8 7LP
86 Fleet Street,Kensington,5,2,130,88,Yes,No,1,Apartment,Electric Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1646666,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
9 Park Lane,Greenwich,5,1,76,2,No,Yes,3,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,506666,Greenwich,1676,48 Reminder Lane,450000,Flat / Apartment,566,1,1,1,Greenwich,London,SE10 0NQ
9 Park Lane,Greenwich,5,1,76,2,No,Yes,3,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,506666,Greenwich,1752,Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
9 Park Lane,Greenwich,5,1,76,2,No,Yes,3,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,506666,Greenwich,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW
9 Park Lane,Greenwich,5,1,76,2,No,Yes,3,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,506666,Greenwich,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW
9 Park Lane,Greenwich,5,1,76,2,No,Yes,3,Apartment,Electric Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,506666,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
50 Strand,Kensington,4,2,59,79,No,No,3,Semi-Detached,Gas Heating,No Balcony,Classic,Street,Wood,Old,896799,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
50 Strand,Kensington,4,2,59,79,No,No,3,Semi-Detached,Gas Heating,No Balcony,Classic,Street,Wood,Old,896799,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
50 Strand,Kensington,4,2,59,79,No,No,3,Semi-Detached,Gas Heating,No Balcony,Classic,Street,Wood,Old,896799,Kensington and Chelsea,3349,Kensington Church Street,3950000,New development,1924,3,3,3,Kensington,London,W8 7LP
50 Strand,Kensington,4,2,59,79,No,No,3,Semi-Detached,Gas Heating,No Balcony,Classic,Street,Wood,Old,896799,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
56 Oxford Street,Greenwich,5,1,235,49,No,Yes,1,Detached House,Central Heating,No Balcony,Modern,Sea,Laminate Flooring,Renovated,2350000,Greenwich,1676,48 Reminder Lane,450000,Flat / Apartment,566,1,1,1,Greenwich,London,SE10 0NQ
56 Oxford Street,Greenwich,5,1,235,49,No,Yes,1,Detached House,Central Heating,No Balcony,Modern,Sea,Laminate Flooring,Renovated,2350000,Greenwich,1752,Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
56 Oxford Street,Greenwich,5,1,235,49,No,Yes,1,Detached House,Central Heating,No Balcony,Modern,Sea,Laminate Flooring,Renovated,2350000,Greenwich,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW
56 Oxford Street,Greenwich,5,1,235,49,No,Yes,1,Detached House,Central Heating,No Balcony,Modern,Sea,Laminate Flooring,Renovated,2350000,Greenwich,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW
56 Oxford Street,Greenwich,5,1,235,49,No,Yes,1,Detached House,Central Heating,No Balcony,Modern,Sea,Laminate Flooring,Renovated,2350000,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,73,Portland Place,2100000,Flat / Apartment,1208,3,3,3,Marylebone,London,W1B 1NX
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,178,Devonshire Mews South,3750000,House,3256,3,3,3,Marylebone,London,W1G 6QW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,474,Montagu Mews North,2500000,House,1323,3,3,3,Marylebone,London,W1H 2JR
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,707,Devonshire Street,875000,Flat / Apartment,570,2,2,2,Marylebone,London,W1G 6PY
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,708,Luxborough Street,750000,Flat / Apartment,633,2,2,2,Marylebone,London,W1U 5BS
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,741,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,938,Wimpole Mews,2500000,House,1266,3,3,3,Marylebone,London,W1G 8PE
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1147,Wimpole Mews,1050000,Flat / Apartment,1309,3,3,3,Marylebone,London,W1G 8PD
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1285,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1308,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1543,Bryanston Square,1995000,Flat / Apartment,1156,3,3,3,Marylebone,London,W1H 2DX
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1650,Wigmore Place,1950000,Flat / Apartment,1765,2,2,2,Marylebone,London,W1U 2LR
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1653,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,1710,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2136,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2195,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2250,Cato Street,2500000,House,1888,3,3,3,Marylebone,London,W1H 5JH
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2383,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2384,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2525,Portland Place,4900000,Penthouse,2122,2,2,2,Marylebone,London,W1B 1PW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2754,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2785,Dunstable Mews,2250000,House,1269,2,2,2,Marylebone,London,W1G 6BT
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2805,Montagu Square,2595000,Flat / Apartment,1452,3,3,3,Marylebone,London,W1H 2LW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,2905,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3116,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3251,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3321,Mansfield Street,4950000,Flat / Apartment,2097,3,3,3,Marylebone,London,W1G 9NF
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3336,Bryanston Mews West,5250000,House,3108,8,8,8,Marylebone,London,W1H 2BW
9 Oxford Street,Marylebone,1,3,203,94,No,Yes,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,Sea,Laminate Flooring,New,2436000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
139 Fleet Street,Kensington,5,1,171,1,Yes,No,2,Semi-Detached,Gas Heating,Low-level Balcony,Classic,City,Wood,New,2599200,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
139 Fleet Street,Kensington,5,1,171,1,Yes,No,2,Semi-Detached,Gas Heating,Low-level Balcony,Classic,City,Wood,New,2599200,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
139 Fleet Street,Kensington,5,1,171,1,Yes,No,2,Semi-Detached,Gas Heating,Low-level Balcony,Classic,City,Wood,New,2599200,Kensington and Chelsea,3349,Kensington Church Street,3950000,New development,1924,3,3,3,Kensington,London,W8 7LP
139 Fleet Street,Kensington,5,1,171,1,Yes,No,2,Semi-Detached,Gas Heating,Low-level Balcony,Classic,City,Wood,New,2599200,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
128 Bond Street,Soho,2,3,111,14,No,Yes,3,Semi-Detached,Electric Heating,High-level Balcony,Modern,Garden,Marble,Renovated,1243200,Westminster,2765,Hollen Street,1500000,New development,843,1,1,1,Soho,London,W1F 8AZ
62 Baker Street,Greenwich,5,3,73,74,Yes,No,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,584000,Greenwich,1676,48 Reminder Lane,450000,Flat / Apartment,566,1,1,1,Greenwich,London,SE10 0NQ
62 Baker Street,Greenwich,5,3,73,74,Yes,No,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,584000,Greenwich,1752,Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
62 Baker Street,Greenwich,5,3,73,74,Yes,No,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,584000,Greenwich,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW
62 Baker Street,Greenwich,5,3,73,74,Yes,No,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,584000,Greenwich,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW
62 Baker Street,Greenwich,5,3,73,74,Yes,No,3,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Sea,Laminate Flooring,New,584000,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
10 Regent Street,Kensington,2,1,101,46,No,Yes,1,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Street,Laminate Flooring,Old,1535199,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
